host_response_time,host_response_rate,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,year,month
within a day,100%,f,1,-22.88756434,-43.59413346,Townhouse,Entire home/apt,5,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Dog(s),Cat(s),""Free street parking"",""Family/kid friendly"",""Suitable for events"",""First aid kit"",""Safety card"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water""}",,$171.00 ,$0.00 ,$0.00 ,4,$45.00 ,1,3,73,9,7,9,9,8,9,t,f,flexible,2018,4
within an hour,100%,f,4,-22.9838604,-43.2138348,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Host greets you""}",,$301.00 ,,,1,$0.00 ,2,2,70,7,6,10,9,8,7,f,f,strict,2018,4
,,f,1,-22.9410302,-43.1761719,Apartment,Private room,2,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$376.00 ,,,1,$0.00 ,2,38,91,8,8,9,10,10,9,f,f,strict,2018,4
within an hour,100%,f,7,-22.97700229,-43.1904102,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Step-free access"",""Step-free access""}",,$161.00 ,$350.00 ,$130.00 ,3,$30.00 ,2,40,92,9,9,9,9,10,9,t,f,strict,2018,4
within an hour,100%,f,7,-22.97550268,-43.18864613,Apartment,Entire home/apt,3,1,1,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}",,$181.00 ,$350.00 ,$120.00 ,2,$20.00 ,2,24,91,9,10,10,9,10,9,t,f,strict,2018,4
within an hour,100%,f,3,-22.98667861,-43.22171053,Apartment,Entire home/apt,4,2,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,$485.00 ,"$1,000.00 ",$300.00 ,3,$100.00 ,3,27,97,10,10,10,10,10,9,t,f,strict,2018,4
within an hour,100%,f,7,-22.9754924,-43.18836222,Apartment,Entire home/apt,4,1,1,4,Real Bed,"{TV,Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",Waterfront,Beachfront}",377,$250.00 ,$330.00 ,$130.00 ,3,$30.00 ,2,23,94,9,10,10,10,10,10,t,f,strict,2018,4
,,f,1,-22.94286191,-43.19356425,House,Private room,1,,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,Pool,Kitchen,""Washer / Dryer"",Breakfast,Washer,Dryer}",,$308.00 ,,,1,$171.00 ,1,0,,,,,,,,f,f,flexible,2018,4
within an hour,100%,t,2,-22.9827004,-43.20039925,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",""Paid parking off premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Bathtub with bath chair"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you""}",0,$154.00 ,$342.00 ,$68.00 ,1,$17.00 ,3,155,98,10,10,10,10,10,10,t,f,strict,2018,4
within a day,50%,f,2,-22.95722819,-43.20437819,Apartment,Private room,2,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway""}",,$158.00 ,$500.00 ,$150.00 ,1,$0.00 ,2,4,100,9,10,10,10,9,10,f,f,strict,2018,4
within a day,80%,f,8,-22.99856376,-43.27041738,Guest suite,Private room,2,7,1,2,Real Bed,"{Kitchen,""Free parking on premises""}",,$82.00 ,,,1,$0.00 ,1,0,,,,,,,,f,f,flexible,2018,4
within a day,80%,f,8,-22.99893435,-43.27047385,Dorm,Shared room,12,0.5,1,12,Real Bed,"{TV,Internet,Wifi,Kitchen}",,$68.00 ,$0.00 ,$0.00 ,1,$68.00 ,1,1,91,6,8,10,10,10,10,f,f,flexible,2018,4
a few days or more,0%,f,4,-22.98351099,-43.19049914,Apartment,Entire home/apt,5,3,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Self check-in"",""Front desk/doorperson""}",1615,$397.00 ,,$380.00 ,4,$0.00 ,6,0,,,,,,,,f,f,strict,2018,4
within an hour,100%,f,4,-23.01159087,-43.36925458,Apartment,Entire home/apt,4,1,1,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Free street parking"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Crib,""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you"",Waterfront,Beachfront}",,$379.00 ,$627.00 ,$253.00 ,4,$42.00 ,3,14,99,10,9,10,10,10,9,f,f,strict_14_with_grace_period,2018,4
within a day,100%,f,5,-22.94505439,-43.18137334,Apartment,Private room,4,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,Washer}",,$110.00 ,$500.00 ,$150.00 ,1,$0.00 ,4,0,,,,,,,,f,f,strict,2018,4
within an hour,100%,f,8,-22.94244517,-43.18762774,House,Private room,3,2,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Washer,Dryer,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$99.00 ,$800.00 ,,1,$60.00 ,7,15,98,9,9,10,10,9,9,f,f,strict,2018,4
within a day,100%,f,1,-23.03091212,-43.47327164,Bed and breakfast,Private room,4,2,1,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",Doorman,""Pets live on this property"",Dog(s),Washer,Dryer}",,$99.00 ,$0.00 ,$80.00 ,1,$40.00 ,1,3,93,8,9,9,9,10,9,f,f,moderate,2018,4
within a few hours,100%,f,2,-22.98862244,-43.31733477,House,Entire home/apt,6,3,4,5,Real Bed,"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Essentials,Hangers,Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",2153,$499.00 ,"$4,000.00 ",$200.00 ,6,$150.00 ,2,0,,,,,,,,t,f,moderate,2018,4
within a few hours,100%,t,7,-22.91526273,-43.18148055,Apartment,Entire home/apt,3,1,0,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Cleaning before checkout"",Other}",,$109.00 ,$750.00 ,$90.00 ,2,$35.00 ,2,42,91,9,9,10,10,9,9,t,f,strict,2018,4
within an hour,100%,t,1,-22.98856949,-43.22716131,Apartment,Entire home/apt,4,1,0,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}",452,$167.00 ,$0.00 ,$211.00 ,2,$63.00 ,2,56,96,9,9,10,10,9,9,t,f,strict,2018,4
within an hour,100%,f,9,-23.00283182,-43.32842381,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials}",,$181.00 ,,$119.00 ,2,$30.00 ,2,52,88,9,8,10,10,9,9,f,f,strict,2018,4
within a day,100%,f,5,-22.95011981,-43.18281933,Apartment,Entire home/apt,2,,1,1,Real Bed,"{TV,""Air conditioning"",Kitchen,Elevator}",,$410.00 ,"$2,391.00 ",$581.00 ,2,$0.00 ,4,0,,,,,,,,f,f,flexible,2018,4
,,f,1,-22.90486773,-43.20923667,Apartment,Private room,2,2,1,2,Real Bed,"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,Elevator,Washer,""First aid kit""}",,$240.00 ,,,1,$0.00 ,1,0,,,,,,,,f,f,moderate,2018,4
a few days or more,33%,f,2,-22.97022587,-43.18669962,Apartment,Entire home/apt,10,2,2,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Babysitter recommendations"",""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}",753,$751.00 ,"$1,500.00 ",$0.00 ,6,$80.00 ,3,5,80,7,8,8,9,10,7,f,f,strict,2018,4
within a day,91%,f,3,-22.96189008,-43.16972586,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Family/kid friendly"",Dryer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",63,$599.00 ,,,1,$0.00 ,15,1,,,,,,,,f,f,flexible,2018,4
within an hour,100%,f,1,-23.00889813,-43.43049491,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,$359.00 ,"$1,955.00 ",$211.00 ,1,$0.00 ,4,3,87,8,10,10,10,9,9,t,f,strict,2018,4
,,f,1,-22.9224873,-43.18858033,Apartment,Private room,6,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",Washer}",323,$249.00 ,,,2,$100.00 ,2,0,,,,,,,,f,f,flexible,2018,4
within an hour,89%,t,2,-23.01144678,-43.31574925,Apartment,Private room,2,1,1,2,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,""Smoking allowed"",""Pets live on this property"",Dog(s),Elevator,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,Bathtub,""Window guards"",Refrigerator,""BBQ grill"",""Patio or balcony""}",40,$154.00 ,$800.00 ,$150.00 ,1,$80.00 ,2,7,100,10,10,10,10,10,10,f,f,strict,2018,4
within a day,100%,f,2,-22.98784203,-43.22751282,Apartment,Entire home/apt,4,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Essentials,Iron,""Window guards"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$847.00 ,,$150.00 ,1,$0.00 ,2,79,86,9,8,9,9,10,9,t,f,strict,2018,4
within a few hours,100%,f,4,-22.91831325,-43.17850162,House,Private room,1,1,1,1,Real Bed,"{Wifi,Pool,Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$48.00 ,$0.00 ,$200.00 ,1,$0.00 ,60,1,100,10,10,10,10,10,10,t,f,moderate,2018,4
within an hour,80%,f,1,-22.98322044,-43.19087058,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}",,$161.00 ,$342.00 ,$137.00 ,2,$0.00 ,3,95,92,10,9,10,9,10,9,t,f,strict,2018,4
within an hour,100%,f,2,-22.92001945,-43.18004813,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace""}",,$205.00 ,"$1,708.00 ",$239.00 ,2,$85.00 ,2,52,97,10,10,10,9,10,9,t,f,strict,2018,4
within an hour,100%,t,2,-22.98644571,-43.19724188,Apartment,Entire home/apt,8,3,4,7,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""High chair"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",Waterfront,Beachfront,""Handheld shower head""}",,"$1,025.00 ","$5,123.00 ",$512.00 ,1,$171.00 ,2,104,97,9,10,10,10,10,9,t,f,strict,2018,4
,,f,1,-22.99865819,-43.25209894,House,Entire home/apt,6,4,3,4,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$10,245.00 ",,,1,$0.00 ,7,0,,,,,,,,t,f,strict,2018,4
within a few hours,100%,f,7,-23.0129923,-43.4373936,Bed and breakfast,Private room,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",""Suitable for events"",Washer,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",,$140.00 ,,,1,$85.00 ,1,52,93,9,9,10,10,9,9,f,f,strict,2018,4
within a few hours,100%,t,3,-22.96211762,-43.17592363,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$239.00 ,,$102.00 ,2,$34.00 ,2,25,85,10,9,9,9,9,9,t,f,moderate,2018,4
within an hour,100%,f,5,-22.91580672,-43.19181152,House,Private room,2,0,1,1,Real Bed,"{""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Essentials,""Lock on bedroom door"",""Host greets you""}",,$51.00 ,$0.00 ,$40.00 ,1,$30.00 ,2,6,90,8,8,9,9,7,7,f,f,moderate,2018,4
a few days or more,0%,f,1,-22.90903738,-43.18943234,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Dryer}",0,$150.00 ,$600.00 ,,1,$80.00 ,2,0,,,,,,,,f,f,strict,2018,4
within a day,68%,f,3,-22.96453857,-43.17761451,Apartment,Private room,1,1,1,1,Real Bed,"{TV,""Wheelchair accessible"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",,$324.00 ,,,4,$14.00 ,1,0,,,,,,,,f,f,flexible,2018,4
,,f,2,-22.90284111,-43.22247467,Apartment,Private room,2,1,1,1,Pull-out Sofa,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Shampoo}",,$514.00 ,,,1,$205.00 ,1,2,100,10,10,10,10,10,10,f,f,strict,2018,4
within an hour,100%,f,1,-22.9700044,-43.18822801,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",,$291.00 ,$422.00 ,$84.00 ,1,$0.00 ,2,73,100,10,10,10,10,10,10,t,f,strict,2018,4
within an hour,67%,f,2,-22.9178732,-43.18660583,Bed and breakfast,Shared room,1,,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Hot tub"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron}",,$130.00 ,,,1,$50.00 ,2,21,96,10,9,10,10,9,9,t,f,strict,2018,4
within an hour,100%,f,5,-22.89228033,-43.35647839,House,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Dog(s),""Free street parking"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}",646,$120.00 ,$0.00 ,$50.00 ,1,$50.00 ,1,4,95,9,10,10,9,8,9,t,f,moderate,2018,4
